"Feature" "Gain" "Cover" "Frequency"
"1348" "`XLV_HO=F_rsi14_ratio`" 0 0 0
"1349" "BSESN_BVSP_rsi14_ratio" 0 0 0.001
"1350" "`XAX_ZR=F_rsi14_ratio`" 0 0.001 0
"1351" "AXJO_rsi14" 0 0 0
"1352" "XAX_GDAXI_price_ratio" 0 0 0
"1353" "XLY_KS11_price_ratio" 0 0 0
"1354" "`GC=F_XHB_price_ratio`" 0 0 0
"1355" "`BVSP_HG=F_rsi14_ratio`" 0 0 0
"1356" "`KC=F_IRX_rsi14_ratio`" 0 0 0
"1357" "XLV_MXX_rsi14_ratio" 0 0 0
"1358" "BFX_GSPTSE_rsi14_ratio" 0 0 0.001
"1359" "XLY_STI_rsi14_ratio" 0 0 0
"1360" "MXX_JKSE_rsi14_ratio" 0 0 0
"1361" "`CC=F_NZ50_rsi14_ratio`" 0 0 0
"1362" "GC.F_smacross" 0 0 0
"1363" "HSI_VIX_rsi14_ratio" 0 0 0
"1364" "HSI_IEF_price_ratio" 0 0 0
"1365" "`CC=F_SHY_price_ratio`" 0 0 0
"1366" "`HSI_HE=F_price_ratio`" 0 0 0
"1367" "`DJI_GC=F_rsi14_ratio`" 0 0 0
"1368" "`ZL=F_IEF_rsi14_ratio`" 0 0 0
"1369" "AXJO_KLSE_rsi14_ratio" 0 0 0
"1370" "`MERV_KE=F_rsi14_ratio`" 0 0 0.001
"1371" "XLK_XLU_price_ratio" 0 0.001 0
"1372" "`AXJO_ZS=F_rsi14_ratio`" 0 0 0
"1373" "IXIC_FCHI_rsi14_ratio" 0 0 0
"1374" "BVSP_SHY_rsi14_ratio" 0 0 0
"1375" "`XAX_ZM=F_price_ratio`" 0 0 0
"1376" "`ZR=F_GSPTSE_price_ratio`" 0 0 0
"1377" "CT.F_smacross" 0 0 0
"1378" "XLP_smacross" 0 0 0
"1379" "`IXIC_OJ=F_rsi14_ratio`" 0 0.001 0.001
"1380" "`ZL=F_SHY_rsi14_ratio`" 0 0 0
"1381" "IXIC_000001.SS_rsi14_ratio" 0 0 0.001
"1382" "XLP_TWII_price_ratio" 0 0 0
"1383" "`VIX_ZO=F_price_ratio`" 0 0 0
"1384" "`XLK_NG=F_rsi14_ratio`" 0 0 0
"1385" "KS11_N225_rsi14_ratio" 0 0.001 0.001
"1386" "`DJI_GF=F_rsi14_ratio`" 0 0 0
"1387" "`XAX_GC=F_price_ratio`" 0 0 0
"1388" "JKSE_SHY_price_ratio" 0 0 0
"1389" "`TWII_ZS=F_price_ratio`" 0 0 0
"1390" "BSESN_IRX_rsi14_ratio" 0 0 0
"1391" "XLF_XLV_price_ratio" 0 0.001 0
"1392" "`TYX_ZO=F_price_ratio`" 0 0 0
"1393" "`CT=F_TYX_rsi14_ratio`" 0 0 0
"1394" "`DJI_CC=F_rsi14_ratio`" 0 0 0
"1395" "`XLE_HO=F_rsi14_ratio`" 0 0 0
"1396" "`BVSP_KE=F_rsi14_ratio`" 0 0 0.001
"1397" "VIX_XHB_rsi14_ratio" 0 0.001 0
"1398" "IXIC_NZ50_rsi14_ratio" 0 0 0.001
"1399" "STI_JKSE_price_ratio" 0 0 0
"1400" "`NYA_ZM=F_price_ratio`" 0 0 0
"1401" "`ZO=F_IEF_rsi14_ratio`" 0 0.001 0
"1402" "AORD_000001.SS_price_ratio" 0 0.001 0
"1403" "`KS11_SB=F_rsi14_ratio`" 0 0 0
"1404" "fvx_tnx" 0 0 0
"1405" "XLP_JKSE_rsi14_ratio" 0 0.001 0.001
"1406" "XLY_HSI_rsi14_ratio" 0 0 0.001
"1407" "`KS11_SI=F_price_ratio`" 0 0.001 0
"1408" "DJI_IXIC_rsi14_ratio" 0 0 0
"1409" "`GSPTSE_KE=F_rsi14_ratio`" 0 0 0.001
"1410" "`MXX_ZS=F_price_ratio`" 0 0 0
"1411" "FTSE_IEF_price_ratio" 0 0 0
"1412" "VIX_GSPTSE_rsi14_ratio" 0 0.001 0
"1413" "AXJO_GSPTSE_rsi14_ratio" 0 0 0
"1414" "BSESN_GSPTSE_price_ratio" 0 0 0
"1415" "XLV_TWII_price_ratio" 0 0 0
"1416" "`JKSE_GC=F_rsi14_ratio`" 0 0 0
"1417" "`000001.SS_HO=F_price_ratio`" 0 0 0
"1418" "`HE=F_OJ=F_price_ratio`" 0 0 0
"1419" "IRX_TYX_rsi14_ratio" 0 0 0
"1420" "TYX_N225_rsi14_ratio" 0 0 0
"1421" "`TYX_ZC=F_rsi14_ratio`" 0 0.001 0
"1422" "FCHI_BVSP_rsi14_ratio" 0 0 0
"1423" "XLB_XLP_rsi14_ratio" 0 0 0
"1424" "`STI_ZO=F_price_ratio`" 0 0 0
"1425" "RUT_NYA_rsi14_ratio" 0 0 0.001
"1426" "`NG=F_HG=F_rsi14_ratio`" 0 0 0
"1427" "XLE_XLY_rsi14_ratio" 0 0 0
"1428" "`GF=F_NZ50_price_ratio`" 0 0 0
"1429" "`NG=F_SHY_price_ratio`" 0 0 0
"1430" "`XLB_GF=F_price_ratio`" 0 0 0
"1431" "`TNX_KE=F_rsi14_ratio`" 0 0 0
"1432" "`XLB_HO=F_rsi14_ratio`" 0 0 0
"1433" "`ZO=F_CL=F_rsi14_ratio`" 0 0 0
"1434" "`HE=F_TLT_rsi14_ratio`" 0 0 0
"1435" "AORD_BVSP_rsi14_ratio" 0 0 0
"1436" "`000001.SS_SHY_price_ratio`" 0 0 0
"1437" "XLB_N100_price_ratio" 0 0 0
"1438" "`STI_HE=F_price_ratio`" 0 0 0
"1439" "XLV_HSI_rsi14_ratio" 0 0.001 0
"1440" "`KS11_ZL=F_price_ratio`" 0 0 0
"1441" "`NG=F_GC=F_rsi14_ratio`" 0 0 0.001
"1442" "`N100_CT=F_price_ratio`" 0 0 0
"1443" "BSESN_000001.SS_rsi14_ratio" 0 0.001 0
"1444" "`ZC=F_XHB_rsi14_ratio`" 0 0.001 0
"1445" "JKSE_SHY_rsi14_ratio" 0 0 0
"1446" "XLB_XLU_rsi14_ratio" 0 0 0
"1447" "`ZO=F_XHB_rsi14_ratio`" 0 0 0
"1448" "IXIC_BVSP_rsi14_ratio" 0 0 0.001
"1449" "AXJO_MXX_price_ratio" 0 0 0
"1450" "`000001.SS_NZ50_rsi14_ratio`" 0 0 0
"1451" "`ZM=F_NG=F_price_ratio`" 0 0 0
"1452" "`LE=F_NZ50_rsi14_ratio`" 0 0 0.001
"1453" "XAX_KS11_price_ratio" 0 0 0
"1454" "`ZS=F_LE=F_rsi14_ratio`" 0 0 0
"1455" "`ZR=F_MERV_rsi14_ratio`" 0 0 0
"1456" "`RUT_RB=F_rsi14_ratio`" 0 0 0
"1457" "XLV_GSPTSE_price_ratio" 0 0 0
"1458" "`GSPC_HG=F_rsi14_ratio`" 0 0 0
"1459" "XLU_MXX_price_ratio" 0 0 0
"1460" "HSI_TNX_rsi14_ratio" 0 0 0
"1461" "`IXIC_CC=F_price_ratio`" 0 0 0
"1462" "`XLE_RB=F_price_ratio`" 0 0 0
"1463" "XLU_VIX_rsi14_ratio" 0 0 0
"1464" "XLF_TWII_price_ratio" 0 0 0
"1465" "XLK_XLP_price_ratio" 0 0 0
"1466" "`FTSE_ZC=F_price_ratio`" 0 0 0
"1467" "`ZO=F_ZS=F_rsi14_ratio`" 0 0 0
"1468" "`FVX_HO=F_rsi14_ratio`" 0 0 0
"1469" "NZ50_XHB_rsi14_ratio" 0 0.001 0.001
"1470" "`DJI_NG=F_rsi14_ratio`" 0 0 0
"1471" "`DJI_SB=F_price_ratio`" 0 0 0
"1472" "`KC=F_OJ=F_rsi14_ratio`" 0 0 0
"1473" "XLF_XLP_rsi14_ratio" 0 0.001 0
"1474" "`SB=F_GF=F_price_ratio`" 0 0 0
"1475" "KS11_JKSE_rsi14_ratio" 0 0 0
"1476" "`STI_KE=F_price_ratio`" 0 0 0
"1477" "TNX_SHY_rsi14_ratio" 0 0 0
"1478" "FCHI_SHY_price_ratio" 0 0 0
"1479" "XAX_BVSP_rsi14_ratio" 0 0 0.001
"1480" "`BVSP_LE=F_rsi14_ratio`" 0 0.001 0.001
"1481" "AORD_rsi14" 0 0 0
"1482" "STI_TYX_rsi14_ratio" 0 0 0
"1483" "`GSPC_CT=F_rsi14_ratio`" 0 0 0
"1484" "`KS11_HG=F_rsi14_ratio`" 0 0 0.001
"1485" "`KLSE_CL=F_rsi14_ratio`" 0 0 0
"1486" "XLF_BFX_rsi14_ratio" 0 0 0
"1487" "`ZO=F_SI=F_rsi14_ratio`" 0 0 0
"1488" "`VIX_RB=F_rsi14_ratio`" 0 0 0
"1489" "KLSE_XHB_rsi14_ratio" 0 0.001 0
"1490" "GDAXI_KS11_rsi14_ratio" 0 0 0
"1491" "FCHI_MERV_rsi14_ratio" 0 0 0
"1492" "`BFX_HE=F_rsi14_ratio`" 0 0 0
"1493" "`JKSE_HE=F_rsi14_ratio`" 0 0 0
"1494" "`TYX_ZM=F_rsi14_ratio`" 0 0 0
"1495" "RUT_JKSE_price_ratio" 0 0 0
"1496" "`MXX_CL=F_rsi14_ratio`" 0 0 0
"1497" "`N100_CL=F_rsi14_ratio`" 0 0 0
"1498" "XLF_MERV_rsi14_ratio" 0 0 0
"1499" "JKSE_TLT_price_ratio" 0 0 0
"1500" "XLB_GDAXI_rsi14_ratio" 0 0 0.001
"1501" "XLB_KS11_price_ratio" 0 0.001 0
"1502" "`NYA_CC=F_price_ratio`" 0 0.001 0
"1503" "DJI_BFX_rsi14_ratio" 0 0 0
"1504" "MXX_GSPTSE_rsi14_ratio" 0 0 0.001
"1505" "KLSE_GSPTSE_price_ratio" 0 0 0
"1506" "`TNX_HG=F_price_ratio`" 0 0 0
"1507" "DJI_GSPC_rsi14_ratio" 0 0 0.001
"1508" "GSPC_BVSP_price_ratio" 0 0 0
"1509" "XLU_AXJO_rsi14_ratio" 0 0 0.001
"1510" "STI_KLSE_rsi14_ratio" 0 0 0.001
"1511" "XLK_rsi14" 0 0 0
"1512" "GSPTSE_JKSE_price_ratio" 0 0 0
"1513" "KC.F_smacross" 0 0 0
"1514" "`CT=F_FVX_price_ratio`" 0 0 0
"1515" "`AORD_SI=F_rsi14_ratio`" 0 0 0
"1516" "XAX_MERV_rsi14_ratio" 0 0 0
"1517" "NYA_MXX_price_ratio" 0 0 0
"1518" "`ZO=F_000001.SS_rsi14_ratio`" 0 0 0.001
"1519" "XLF_BVSP_rsi14_ratio" 0 0 0
"1520" "XLI_MERV_price_ratio" 0 0 0
"1521" "KLSE_NZ50_price_ratio" 0 0 0
"1522" "`NG=F_GC=F_price_ratio`" 0 0 0
"1523" "`AORD_ZR=F_rsi14_ratio`" 0 0 0
"1524" "ZC.F_smacross" 0 0 0
"1525" "`CC=F_KC=F_price_ratio`" 0 0 0
"1526" "`BSESN_GF=F_rsi14_ratio`" 0 0 0
"1527" "IRX_rsi14" 0 0 0.001
"1528" "XAX_STI_price_ratio" 0 0 0
"1529" "`XLI_LE=F_price_ratio`" 0 0 0
"1530" "`RUT_GF=F_rsi14_ratio`" 0 0.001 0
"1531" "`MERV_ZS=F_rsi14_ratio`" 0 0 0
"1532" "`TNX_NG=F_rsi14_ratio`" 0 0 0
"1533" "`XLY_LE=F_rsi14_ratio`" 0 0 0
"1534" "XLF_GSPTSE_rsi14_ratio" 0 0 0
"1535" "IXIC_AORD_rsi14_ratio" 0 0 0
"1536" "`XLI_OJ=F_rsi14_ratio`" 0 0.001 0
"1537" "BFX_NZ50_rsi14_ratio" 0 0 0.001
"1538" "`000001.SS_ZS=F_rsi14_ratio`" 0 0 0
"1539" "`N100_KE=F_price_ratio`" 0 0 0
"1540" "`CC=F_ZL=F_price_ratio`" 0 0 0
"1541" "IXIC_AXJO_rsi14_ratio" 0 0 0
"1542" "`GSPTSE_HG=F_rsi14_ratio`" 0 0 0
"1543" "`BSESN_OJ=F_rsi14_ratio`" 0 0 0
"1544" "GDAXI_TNX_price_ratio" 0 0 0
"1545" "AXJO_000001.SS_price_ratio" 0 0 0
"1546" "`XLB_ZL=F_rsi14_ratio`" 0 0 0
"1547" "AORD_TNX_rsi14_ratio" 0 0 0
"1548" "`ZO=F_HO=F_rsi14_ratio`" 0 0 0
"1549" "XLU_KLSE_rsi14_ratio" 0 0.001 0
"1550" "`MERV_KE=F_price_ratio`" 0 0 0
"1551" "N100_rsi14" 0 0 0
"1552" "GDAXI_STI_rsi14_ratio" 0 0 0.001
"1553" "DJI_AORD_rsi14_ratio" 0 0 0
"1554" "`SI=F_TLT_rsi14_ratio`" 0 0.001 0
"1555" "`XLE_SB=F_price_ratio`" 0 0 0
"1556" "XLP_GSPTSE_price_ratio" 0 0 0
"1557" "NYA_SHY_rsi14_ratio" 0 0 0
"1558" "`XLF_ZR=F_rsi14_ratio`" 0 0.001 0.001
"1559" "BVSP_JKSE_rsi14_ratio" 0 0 0.001
"1560" "`IRX_SI=F_rsi14_ratio`" 0 0 0
"1561" "BSESN_NZ50_rsi14_ratio" 0 0 0
"1562" "`CT=F_KS11_rsi14_ratio`" 0 0 0
"1563" "FCHI_FVX_rsi14_ratio" 0 0 0
"1564" "`AXJO_KC=F_price_ratio`" 0 0 0
"1565" "`XLB_ZS=F_price_ratio`" 0 0 0
"1566" "`SB=F_ZL=F_rsi14_ratio`" 0 0.001 0.001
"1567" "`RUT_GC=F_price_ratio`" 0 0.001 0
"1568" "XLI_N225_price_ratio" 0 0.001 0
"1569" "XLP_TYX_price_ratio" 0 0 0
"1570" "`ZR=F_OJ=F_price_ratio`" 0 0 0
"1571" "XLE_N225_rsi14_ratio" 0 0 0
"1572" "`ZM=F_TLT_rsi14_ratio`" 0 0 0
"1573" "`SB=F_ZM=F_price_ratio`" 0 0 0
"1574" "GSPC_FCHI_rsi14_ratio" 0 0 0
"1575" "`ZR=F_TYX_price_ratio`" 0 0 0
"1576" "AXJO_NZ50_rsi14_ratio" 0 0 0
"1577" "`XLF_HO=F_rsi14_ratio`" 0 0.001 0
"1578" "`JKSE_RB=F_rsi14_ratio`" 0 0 0
"1579" "XLB_N225_rsi14_ratio" 0 0 0
"1580" "`N225_SB=F_rsi14_ratio`" 0 0 0
"1581" "DJI_BSESN_price_ratio" 0 0 0
"1582" "`XLK_HE=F_rsi14_ratio`" 0 0 0
"1583" "IRX_NZ50_price_ratio" 0 0 0
"1584" "`GSPC_OJ=F_rsi14_ratio`" 0 0.001 0.001
"1585" "XLI_XLY_price_ratio" 0 0 0
"1586" "BFX_000001.SS_rsi14_ratio" 0 0 0
"1587" "BFX_STI_price_ratio" 0 0 0
"1588" "N100_MERV_rsi14_ratio" 0 0 0
"1589" "`VIX_LE=F_rsi14_ratio`" 0 0 0.001
"1590" "`ZS=F_KE=F_price_ratio`" 0 0 0
"1591" "XLV_BVSP_rsi14_ratio" 0 0 0
"1592" "BFX_KLSE_rsi14_ratio" 0 0 0
"1593" "XLV_KS11_rsi14_ratio" 0 0 0
"1594" "`CT=F_JKSE_price_ratio`" 0 0 0
"1595" "`HSI_ZC=F_price_ratio`" 0 0 0
"1596" "XLU_GDAXI_price_ratio" 0 0 0
"1597" "`TWII_ZM=F_rsi14_ratio`" 0 0 0
"1598" "XLF_NZ50_rsi14_ratio" 0 0 0.001
"1599" "AORD_GDAXI_price_ratio" 0 0 0
"1600" "VIX_FTSE_rsi14_ratio" 0 0 0
"1601" "XLE_STI_rsi14_ratio" 0 0 0.001
"1602" "`CC=F_TYX_rsi14_ratio`" 0 0 0
"1603" "`KC=F_NG=F_rsi14_ratio`" 0 0 0
"1604" "`AXJO_CL=F_rsi14_ratio`" 0 0 0
"1605" "XLB_FVX_rsi14_ratio" 0 0 0.001
"1606" "XLE_XLU_rsi14_ratio" 0 0 0
"1607" "MERV_VIX_rsi14_ratio" 0 0 0
"1608" "AORD_SHY_price_ratio" 0 0.001 0
"1609" "`GDAXI_LE=F_rsi14_ratio`" 0 0 0.001
"1610" "`XLP_CL=F_rsi14_ratio`" 0 0 0
"1611" "XLF_GSPC_price_ratio" 0 0 0
"1612" "RUT_KS11_rsi14_ratio" 0 0 0.001
"1613" "`XLP_SI=F_rsi14_ratio`" 0 0 0
"1614" "`CT=F_MERV_rsi14_ratio`" 0 0.001 0
"1615" "`ZO=F_HE=F_price_ratio`" 0 0 0
"1616" "`XLF_ZO=F_rsi14_ratio`" 0 0 0
"1617" "`BVSP_HE=F_price_ratio`" 0 0 0
"1618" "`MXX_SI=F_rsi14_ratio`" 0 0 0
"1619" "`DJI_HG=F_rsi14_ratio`" 0 0 0
"1620" "`XLI_ZC=F_price_ratio`" 0 0 0
"1621" "`STI_ZL=F_rsi14_ratio`" 0 0 0
"1622" "`ZM=F_NG=F_rsi14_ratio`" 0 0 0
"1623" "`ZO=F_HE=F_rsi14_ratio`" 0 0.001 0
"1624" "XLF_NZ50_price_ratio" 0 0.001 0
"1625" "RUT_XLF_price_ratio" 0 0 0
"1626" "`BSESN_SB=F_rsi14_ratio`" 0 0 0.001
"1627" "`BFX_RB=F_price_ratio`" 0 0 0
"1628" "XLU_GDAXI_rsi14_ratio" 0 0 0
"1629" "XLE_AXJO_price_ratio" 0 0 0
"1630" "XLI_TWII_rsi14_ratio" 0 0 0
"1631" "`RB=F_HE=F_rsi14_ratio`" 0 0.001 0.001
"1632" "XAX_KLSE_price_ratio" 0 0 0
"1633" "`BSESN_KE=F_rsi14_ratio`" 0 0 0
"1634" "`MERV_ZO=F_rsi14_ratio`" 0 0 0
"1635" "XLF_TNX_price_ratio" 0 0 0
"1636" "XLP_N225_rsi14_ratio" 0 0 0.001
"1637" "`BVSP_ZO=F_price_ratio`" 0 0 0
"1638" "XLF_AORD_price_ratio" 0 0 0
"1639" "`ZM=F_LE=F_rsi14_ratio`" 0 0.001 0.001
"1640" "KS11_SHY_price_ratio" 0 0 0
"1641" "`STI_SI=F_price_ratio`" 0 0 0
"1642" "`ZM=F_ZS=F_rsi14_ratio`" 0 0 0.001
"1643" "`ZO=F_ZC=F_rsi14_ratio`" 0 0 0.001
"1644" "`ZR=F_ZS=F_rsi14_ratio`" 0 0 0.001
"1645" "HG.F_rsi14" 0 0 0
"1646" "N100_AORD_rsi14_ratio" 0 0 0
"1647" "`XLK_ZO=F_rsi14_ratio`" 0 0 0
"1648" "`NYA_GF=F_rsi14_ratio`" 0 0 0
"1649" "XLP_DJI_price_ratio" 0 0 0
"1650" "`ZL=F_SI=F_price_ratio`" 0 0 0
"1651" "TWII_rsi14" 0 0 0
"1652" "`GSPTSE_ZS=F_price_ratio`" 0 0 0
"1653" "NYA_GSPTSE_rsi14_ratio" 0 0 0
"1654" "`FTSE_LE=F_price_ratio`" 0 0 0
"1655" "`XLF_CT=F_rsi14_ratio`" 0 0 0
"1656" "NYA_000001.SS_price_ratio" 0 0 0
"1657" "`GSPC_ZC=F_rsi14_ratio`" 0 0 0
"1658" "`IRX_SB=F_rsi14_ratio`" 0 0 0
"1659" "`GC=F_IEF_rsi14_ratio`" 0 0 0
"1660" "XAX_smacross" 0 0 0
"1661" "`GSPTSE_HG=F_price_ratio`" 0 0 0
"1662" "XLU_MXX_rsi14_ratio" 0 0 0
"1663" "BVSP_FTSE_rsi14_ratio" 0 0 0
"1664" "`N225_ZM=F_rsi14_ratio`" 0 0 0
"1665" "`XLF_NG=F_rsi14_ratio`" 0 0 0
"1666" "XLU_FVX_rsi14_ratio" 0 0 0
"1667" "XLP_TLT_price_ratio" 0 0 0
"1668" "GDAXI_IEF_rsi14_ratio" 0 0 0
"1669" "`FTSE_NG=F_rsi14_ratio`" 0 0 0
"1670" "RUT_STI_rsi14_ratio" 0 0.001 0.001
"1671" "`NYA_HO=F_rsi14_ratio`" 0 0 0
"1672" "XLE_FVX_price_ratio" 0 0 0
"1673" "`BFX_GC=F_rsi14_ratio`" 0 0 0
"1674" "`OJ=F_XHB_rsi14_ratio`" 0 0.001 0.001
"1675" "`BFX_KE=F_rsi14_ratio`" 0 0 0
"1676" "`GDAXI_CC=F_rsi14_ratio`" 0 0 0
"1677" "`CL=F_OJ=F_rsi14_ratio`" 0 0.001 0.001
"1678" "RUT_GSPC_rsi14_ratio" 0 0 0.001
"1679" "XLF_FVX_rsi14_ratio" 0 0 0.001
"1680" "`FCHI_ZL=F_rsi14_ratio`" 0 0 0
"1681" "VIX_SHY_price_ratio" 0 0 0
"1682" "DJI_FTSE_rsi14_ratio" 0 0 0
"1683" "XLP_MERV_rsi14_ratio" 0 0 0
"1684" "`STI_ZM=F_rsi14_ratio`" 0 0 0.001
"1685" "`VIX_HE=F_price_ratio`" 0 0 0
"1686" "XAX_XLU_price_ratio" 0 0 0
"1687" "`XLF_ZM=F_price_ratio`" 0 0 0
"1688" "`ZC=F_IEF_price_ratio`" 0 0 0
"1689" "N100_GDAXI_price_ratio" 0 0 0
"1690" "`HG=F_TLT_rsi14_ratio`" 0 0 0
"1691" "AORD_BFX_price_ratio" 0 0 0
"1692" "`XLV_SB=F_rsi14_ratio`" 0 0 0.001
"1693" "`XLK_CT=F_rsi14_ratio`" 0 0 0
"1694" "RUT_XHB_rsi14_ratio" 0 0 0.001
"1695" "HSI_BSESN_rsi14_ratio" 0 0 0.001
"1696" "XLV_GSPC_rsi14_ratio" 0 0 0
"1697" "`KLSE_LE=F_rsi14_ratio`" 0 0.001 0
"1698" "TWII_smacross" 0 0 0
"1699" "XAX_STI_rsi14_ratio" 0 0 0.001
"1700" "`ZO=F_SB=F_rsi14_ratio`" 0 0 0.001
"1701" "`N225_OJ=F_price_ratio`" 0 0 0
"1702" "`N225_GF=F_rsi14_ratio`" 0 0 0
"1703" "`HO=F_ZS=F_price_ratio`" 0 0.001 0
"1704" "`GC=F_TLT_rsi14_ratio`" 0 0 0
"1705" "RUT_TLT_rsi14_ratio" 0 0 0
"1706" "`ZC=F_HO=F_price_ratio`" 0 0 0
"1707" "XLE_JKSE_price_ratio" 0 0 0
"1708" "`ZM=F_HE=F_price_ratio`" 0 0 0
"1709" "FCHI_rsi14" 0 0 0
"1710" "XLP_IRX_rsi14_ratio" 0 0.001 0
"1711" "`TYX_LE=F_rsi14_ratio`" 0 0.001 0.001
"1712" "MXX_NZ50_rsi14_ratio" 0 0 0
"1713" "SB.F_rsi14" 0 0 0.001
"1714" "`XLY_ZM=F_rsi14_ratio`" 0 0 0
"1715" "`MXX_CC=F_rsi14_ratio`" 0 0 0
"1716" "N225_000001.SS_price_ratio" 0 0 0
"1717" "`CT=F_TNX_price_ratio`" 0 0 0
"1718" "TNX_KS11_rsi14_ratio" 0 0 0
"1719" "`GC=F_OJ=F_price_ratio`" 0 0 0
"1720" "KLSE_FVX_rsi14_ratio" 0 0 0
"1721" "`BVSP_OJ=F_rsi14_ratio`" 0 0.001 0.001
"1722" "FCHI_BVSP_price_ratio" 0 0 0
"1723" "DJI_rsi14" 0 0 0
"1724" "BFX_KS11_rsi14_ratio" 0 0 0
"1725" "`GF=F_TLT_price_ratio`" 0 0 0
"1726" "GSPTSE_N225_rsi14_ratio" 0 0.001 0.001
"1727" "GSPC_BSESN_rsi14_ratio" 0 0 0
"1728" "`ZR=F_HE=F_price_ratio`" 0 0 0
"1729" "`ZO=F_ZL=F_rsi14_ratio`" 0 0 0
"1730" "`CC=F_ZS=F_price_ratio`" 0 0 0
"1731" "`CC=F_JKSE_rsi14_ratio`" 0 0 0
"1732" "SHY_NZ50_rsi14_ratio" 0 0 0
"1733" "IEF_SHY_rsi14_ratio" 0 0 0.001
"1734" "`HG=F_LE=F_price_ratio`" 0 0 0
"1735" "`STI_ZC=F_rsi14_ratio`" 0 0 0
"1736" "BFX_N225_rsi14_ratio" 0 0 0
"1737" "XAX_KS11_rsi14_ratio" 0 0 0
"1738" "XLP_JKSE_price_ratio" 0 0 0
"1739" "`ZS=F_NZ50_price_ratio`" 0 0 0
"1740" "XLI_XHB_price_ratio" 0 0 0
"1741" "N100_TYX_rsi14_ratio" 0 0 0.001
"1742" "XLF_N100_rsi14_ratio" 0 0 0
"1743" "XAX_N225_rsi14_ratio" 0 0 0.001
"1744" "STI_rsi14" 0 0 0
"1745" "XLI_rsi14" 0 0 0
"1746" "`STI_KE=F_rsi14_ratio`" 0 0 0
"1747" "GDAXI_BVSP_rsi14_ratio" 0 0 0
"1748" "XLF_HSI_rsi14_ratio" 0 0 0
"1749" "`KC=F_GF=F_price_ratio`" 0 0.001 0
"1750" "`SB=F_CL=F_rsi14_ratio`" 0 0 0
"1751" "`000001.SS_IEF_rsi14_ratio`" 0 0 0
"1752" "XAX_XLP_rsi14_ratio" 0 0 0
"1753" "`MXX_LE=F_rsi14_ratio`" 0 0 0.001
"1754" "RUT_MXX_price_ratio" 0 0 0
"1755" "N225_JKSE_rsi14_ratio" 0 0 0
"1756" "`FVX_HE=F_rsi14_ratio`" 0 0 0
"1757" "`KC=F_SHY_price_ratio`" 0 0 0
"1758" "`CC=F_GC=F_price_ratio`" 0 0 0
"1759" "`N100_SB=F_price_ratio`" 0 0 0
"1760" "XLB_XLI_rsi14_ratio" 0 0.001 0.001
"1761" "`IRX_KE=F_rsi14_ratio`" 0 0 0
"1762" "`CC=F_MERV_rsi14_ratio`" 0 0 0
"1763" "HSI_FVX_rsi14_ratio" 0 0 0
"1764" "`CC=F_HE=F_price_ratio`" 0 0 0
"1765" "XLU_MERV_rsi14_ratio" 0 0 0
"1766" "DJI_JKSE_rsi14_ratio" 0 0 0
"1767" "`ZO=F_GSPTSE_rsi14_ratio`" 0 0 0.001
"1768" "`ZO=F_FTSE_price_ratio`" 0 0.001 0.001
"1769" "XLY_AXJO_price_ratio" 0 0 0
"1770" "`HSI_HG=F_price_ratio`" 0 0 0
"1771" "`XLB_ZM=F_price_ratio`" 0 0 0
"1772" "`ZM=F_ZC=F_rsi14_ratio`" 0 0 0
"1773" "`NYA_OJ=F_price_ratio`" 0 0 0
"1774" "`KC=F_ZL=F_rsi14_ratio`" 0 0.001 0
"1775" "`XLF_ZL=F_rsi14_ratio`" 0 0 0
"1776" "DJI_FVX_rsi14_ratio" 0 0 0
"1777" "`AORD_ZM=F_rsi14_ratio`" 0 0 0
"1778" "`ZM=F_RB=F_rsi14_ratio`" 0 0 0
"1779" "BFX_MERV_rsi14_ratio" 0 0 0
"1780" "`KC=F_TWII_price_ratio`" 0 0 0
"1781" "`STI_NG=F_rsi14_ratio`" 0 0 0
"1782" "GSPTSE_TLT_rsi14_ratio" 0 0 0
"1783" "`NYA_HE=F_rsi14_ratio`" 0 0 0
"1784" "XLP_BSESN_rsi14_ratio" 0 0 0
"1785" "`FTSE_RB=F_rsi14_ratio`" 0 0 0
"1786" "`IRX_NG=F_rsi14_ratio`" 0 0.001 0
"1787" "XLB_TNX_price_ratio" 0 0 0
"1788" "`ZL=F_KE=F_price_ratio`" 0 0.001 0.001
"1789" "`TYX_ZC=F_price_ratio`" 0 0 0
"1790" "TNX_000001.SS_rsi14_ratio" 0 0 0
"1791" "GSPTSE_SHY_price_ratio" 0 0 0
"1792" "`RB=F_IEF_rsi14_ratio`" 0 0 0
"1793" "`XLB_HG=F_price_ratio`" 0 0 0
"1794" "`LE=F_TLT_rsi14_ratio`" 0 0 0
"1795" "VIX_FVX_price_ratio" 0 0 0
"1796" "`SI=F_HO=F_price_ratio`" 0 0.001 0
"1797" "CT.F_rsi14" 0 0.001 0
"1798" "XLV_IXIC_price_ratio" 0 0 0.001
"1799" "`GDAXI_KE=F_rsi14_ratio`" 0 0.001 0
"1800" "`CC=F_IEF_price_ratio`" 0 0 0
"1801" "XLE_XLU_price_ratio" 0 0 0
"1802" "XLI_VIX_price_ratio" 0 0 0
"1803" "XAX_000001.SS_rsi14_ratio" 0 0 0.001
"1804" "`STI_KC=F_price_ratio`" 0 0 0
"1805" "NYA_XHB_rsi14_ratio" 0 0.001 0.001
