"Feature" "Gain" "Cover" "Frequency"
"1806" "XLB_DJI_rsi14_ratio" 0 0 0
"1807" "RUT_BFX_rsi14_ratio" 0 0 0
"1808" "`ZC=F_SI=F_rsi14_ratio`" 0 0 0
"1809" "IRX_N225_rsi14_ratio" 0 0 0
"1810" "GF.F_smacross" 0 0 0
"1811" "`HSI_NG=F_rsi14_ratio`" 0 0 0
"1812" "AORD_FTSE_rsi14_ratio" 0 0 0
"1813" "`MERV_SB=F_price_ratio`" 0 0 0
"1814" "`ZO=F_SB=F_price_ratio`" 0 0 0
"1815" "`ZR=F_NZ50_price_ratio`" 0 0 0
"1816" "`XLB_LE=F_price_ratio`" 0 0 0
"1817" "`VIX_HO=F_rsi14_ratio`" 0 0.001 0.001
"1818" "GSPC_MERV_rsi14_ratio" 0 0 0.001
"1819" "`XLU_ZO=F_rsi14_ratio`" 0 0 0
"1820" "GSPC_MERV_price_ratio" 0 0 0
"1821" "`XLB_SI=F_rsi14_ratio`" 0 0 0.001
"1822" "`TYX_ZL=F_price_ratio`" 0 0 0
"1823" "NZ50_XHB_price_ratio" 0 0 0
"1824" "`AORD_LE=F_price_ratio`" 0 0.001 0
"1825" "`XLF_LE=F_rsi14_ratio`" 0 0 0
"1826" "MERV_TWII_price_ratio" 0 0 0
"1827" "`ZO=F_ZS=F_price_ratio`" 0 0 0
"1828" "`ZC=F_GF=F_rsi14_ratio`" 0 0 0
"1829" "XLB_BSESN_price_ratio" 0 0 0
"1830" "STI_GSPTSE_rsi14_ratio" 0 0 0.001
"1831" "`SB=F_ZM=F_rsi14_ratio`" 0 0 0.001
"1832" "BFX_MXX_rsi14_ratio" 0 0.001 0
"1833" "`ZR=F_000001.SS_rsi14_ratio`" 0 0 0
"1834" "`FVX_NG=F_rsi14_ratio`" 0 0 0.001
"1835" "XLF_STI_rsi14_ratio" 0 0 0
"1836" "`GF=F_NZ50_rsi14_ratio`" 0 0 0.001
"1837" "GSPC_BVSP_rsi14_ratio" 0 0 0
"1838" "XLV_KLSE_rsi14_ratio" 0 0 0
"1839" "`HO=F_HE=F_rsi14_ratio`" 0 0 0
"1840" "`000001.SS_ZS=F_price_ratio`" 0 0 0
"1841" "`TWII_ZM=F_price_ratio`" 0 0 0
"1842" "`AORD_GC=F_rsi14_ratio`" 0 0 0
"1843" "XAX_GSPC_rsi14_ratio" 0 0 0
"1844" "AXJO_SHY_price_ratio" 0 0 0
"1845" "`KC=F_VIX_rsi14_ratio`" 0 0.001 0.001
"1846" "IRX_smacross" 0 0 0
"1847" "`MERV_SB=F_rsi14_ratio`" 0 0 0
"1848" "STI_XHB_rsi14_ratio" 0 0 0
"1849" "NYA_FCHI_rsi14_ratio" 0 0 0
"1850" "`BFX_SB=F_rsi14_ratio`" 0 0 0
"1851" "`TYX_NG=F_rsi14_ratio`" 0 0 0
"1852" "`GDAXI_GC=F_rsi14_ratio`" 0 0 0
"1853" "XLI_AXJO_price_ratio" 0 0 0
"1854" "MXX_BVSP_price_ratio" 0 0 0
"1855" "XLV_DJI_price_ratio" 0 0 0
"1856" "`KC=F_000001.SS_rsi14_ratio`" 0 0 0
"1857" "XLP_GSPTSE_rsi14_ratio" 0 0 0
"1858" "`KC=F_HE=F_price_ratio`" 0 0.001 0
"1859" "`CC=F_N225_price_ratio`" 0 0.001 0
"1860" "`ZR=F_BVSP_price_ratio`" 0 0 0
"1861" "`SI=F_RB=F_rsi14_ratio`" 0 0 0
"1862" "`XLU_HO=F_rsi14_ratio`" 0 0 0
"1863" "`KE=F_XHB_rsi14_ratio`" 0 0 0
"1864" "HSI_TNX_price_ratio" 0 0 0
"1865" "AORD_IRX_rsi14_ratio" 0 0 0
"1866" "GDAXI_FVX_rsi14_ratio" 0 0 0
"1867" "XAX_XLI_rsi14_ratio" 0 0 0.001
"1868" "XAX_KLSE_rsi14_ratio" 0 0 0.001
"1869" "XLF_MERV_price_ratio" 0 0 0
"1870" "`CT=F_RB=F_rsi14_ratio`" 0 0 0.001
"1871" "XLU_FTSE_price_ratio" 0 0 0
"1872" "XLE_SHY_price_ratio" 0 0 0
"1873" "`HG=F_OJ=F_price_ratio`" 0 0 0
"1874" "`ZR=F_N225_rsi14_ratio`" 0 0.001 0
"1875" "`AORD_ZC=F_rsi14_ratio`" 0 0 0
"1876" "`XLF_SI=F_rsi14_ratio`" 0 0 0
"1877" "`XLU_OJ=F_rsi14_ratio`" 0 0 0.001
"1878" "XLF_MXX_rsi14_ratio" 0 0 0.001
"1879" "`MXX_ZC=F_rsi14_ratio`" 0 0 0.001
"1880" "XLP_FTSE_rsi14_ratio" 0 0 0.001
"1881" "`NYA_OJ=F_rsi14_ratio`" 0 0 0
"1882" "XLK_BVSP_rsi14_ratio" 0 0 0
"1883" "`BSESN_GC=F_price_ratio`" 0 0 0
"1884" "AORD_IEF_rsi14_ratio" 0 0 0
"1885" "`FCHI_RB=F_price_ratio`" 0 0 0
"1886" "XLB_AXJO_price_ratio" 0 0 0
"1887" "`BFX_ZR=F_price_ratio`" 0 0 0
"1888" "XLP_FCHI_rsi14_ratio" 0 0 0
"1889" "`XLK_CC=F_rsi14_ratio`" 0 0.001 0
"1890" "RUT_AXJO_rsi14_ratio" 0 0 0.001
"1891" "`SI=F_RB=F_price_ratio`" 0 0 0
"1892" "XLF_GSPTSE_price_ratio" 0 0 0
"1893" "XLI_MXX_rsi14_ratio" 0 0 0
"1894" "`CC=F_TYX_price_ratio`" 0 0 0
"1895" "`XLY_CL=F_price_ratio`" 0 0.001 0
"1896" "`TYX_ZS=F_rsi14_ratio`" 0 0 0
"1897" "`RUT_ZC=F_price_ratio`" 0 0 0
"1898" "`ZR=F_TNX_rsi14_ratio`" 0 0 0
"1899" "XLE_XLF_rsi14_ratio" 0 0.001 0.001
"1900" "`XLU_ZR=F_price_ratio`" 0 0 0
"1901" "GDAXI_IEF_price_ratio" 0 0 0
"1902" "`KLSE_NG=F_rsi14_ratio`" 0 0 0
"1903" "`CT=F_ZO=F_rsi14_ratio`" 0 0 0
"1904" "XLV_IEF_rsi14_ratio" 0 0 0
"1905" "`XLB_KE=F_rsi14_ratio`" 0 0 0
"1906" "XLF_rsi14" 0 0 0
"1907" "`XLP_LE=F_rsi14_ratio`" 0 0 0.001
"1908" "OJ.F_rsi14" 0 0 0
"1909" "`HSI_GC=F_rsi14_ratio`" 0 0 0
"1910" "`N225_HE=F_rsi14_ratio`" 0 0 0
"1911" "FCHI_VIX_rsi14_ratio" 0 0 0
"1912" "`ZR=F_SB=F_price_ratio`" 0 0 0
"1913" "XLV_TYX_rsi14_ratio" 0 0 0
"1914" "FCHI_TYX_rsi14_ratio" 0 0 0
"1915" "`XLY_GC=F_price_ratio`" 0 0 0
"1916" "XAX_JKSE_rsi14_ratio" 0 0 0
"1917" "XLU_BFX_price_ratio" 0 0 0
"1918" "FCHI_MXX_rsi14_ratio" 0 0 0
"1919" "TWII_KS11_rsi14_ratio" 0 0 0.001
"1920" "`SB=F_ZL=F_price_ratio`" 0 0 0
"1921" "XLI_FVX_price_ratio" 0 0 0
"1922" "KLSE_N225_rsi14_ratio" 0 0 0
"1923" "AXJO_XHB_price_ratio" 0 0 0
"1924" "XLF_AORD_rsi14_ratio" 0 0 0
"1925" "`FCHI_GF=F_price_ratio`" 0 0 0
"1926" "`XLU_KC=F_price_ratio`" 0 0 0
"1927" "DJI_GSPTSE_price_ratio" 0 0 0
"1928" "`BFX_CC=F_rsi14_ratio`" 0 0 0
"1929" "`XAX_CC=F_price_ratio`" 0 0 0
"1930" "XLP_FVX_rsi14_ratio" 0 0 0
"1931" "XLB_MXX_rsi14_ratio" 0 0 0
"1932" "`ZL=F_LE=F_rsi14_ratio`" 0 0.001 0
"1933" "`JKSE_SB=F_price_ratio`" 0 0.001 0
"1934" "`XLI_ZO=F_rsi14_ratio`" 0 0 0
"1935" "mortgage" 0 0 0
"1936" "`GSPC_KE=F_rsi14_ratio`" 0 0 0.001
"1937" "XLY_GSPTSE_price_ratio" 0 0.001 0
"1938" "`GSPTSE_SI=F_rsi14_ratio`" 0 0 0
"1939" "`ZM=F_HG=F_rsi14_ratio`" 0 0 0
"1940" "XLP_DJI_rsi14_ratio" 0 0 0
"1941" "`NG=F_NZ50_rsi14_ratio`" 0 0 0
"1942" "`XAX_ZO=F_rsi14_ratio`" 0 0 0
"1943" "`KC=F_HO=F_rsi14_ratio`" 0 0 0
"1944" "`STI_ZR=F_price_ratio`" 0 0 0
"1945" "XLY_N225_rsi14_ratio" 0 0.001 0
"1946" "XLF_STI_price_ratio" 0 0 0
"1947" "fvx_tyx" 0 0 0
"1948" "BSESN_VIX_rsi14_ratio" 0 0 0
"1949" "VIX_000001.SS_rsi14_ratio" 0 0 0
"1950" "XLY_FTSE_rsi14_ratio" 0 0 0
"1951" "AORD_JKSE_price_ratio" 0 0 0
"1952" "`XAX_ZS=F_rsi14_ratio`" 0 0 0
"1953" "`XLK_OJ=F_rsi14_ratio`" 0 0.001 0
"1954" "XLU_TWII_rsi14_ratio" 0 0 0
"1955" "XLF_KS11_rsi14_ratio" 0 0 0
"1956" "`XAX_LE=F_rsi14_ratio`" 0 0 0
"1957" "XLU_SHY_rsi14_ratio" 0 0 0
"1958" "XAX_rsi14" 0 0 0
"1959" "`CL=F_IEF_rsi14_ratio`" 0 0 0
"1960" "XLP_STI_price_ratio" 0 0 0
"1961" "`VIX_GF=F_price_ratio`" 0 0 0
"1962" "`XLB_KC=F_price_ratio`" 0 0 0
"1963" "`ZR=F_ZC=F_rsi14_ratio`" 0 0 0
"1964" "`MERV_ZL=F_rsi14_ratio`" 0 0 0.001
"1965" "XLB_XLY_price_ratio" 0 0 0
"1966" "N100_SHY_rsi14_ratio" 0 0 0
"1967" "XLP_TLT_rsi14_ratio" 0 0 0
"1968" "`MERV_HO=F_rsi14_ratio`" 0 0.001 0
"1969" "XLE_FCHI_rsi14_ratio" 0 0 0
"1970" "`XLV_CC=F_rsi14_ratio`" 0 0 0
"1971" "`BSESN_ZS=F_rsi14_ratio`" 0 0 0
"1972" "XLK_HSI_rsi14_ratio" 0 0 0
"1973" "`ZC=F_TLT_rsi14_ratio`" 0 0 0
"1974" "`CC=F_FTSE_rsi14_ratio`" 0 0 0
"1975" "BSESN_rsi14" 0 0 0
"1976" "N225_NZ50_rsi14_ratio" 0 0.001 0
"1977" "`XLK_GF=F_rsi14_ratio`" 0 0 0
"1978" "XLE_BFX_rsi14_ratio" 0 0 0
"1979" "`KC=F_ZO=F_price_ratio`" 0 0 0
"1980" "XLP_GDAXI_price_ratio" 0 0 0
"1981" "`XAX_NG=F_rsi14_ratio`" 0 0 0
"1982" "`BFX_OJ=F_price_ratio`" 0 0 0
"1983" "X000001.SS_smacross" 0 0 0
"1984" "`BSESN_RB=F_rsi14_ratio`" 0 0.001 0.001
"1985" "`N100_OJ=F_price_ratio`" 0 0 0
"1986" "`BFX_GF=F_price_ratio`" 0 0 0
"1987" "`IRX_RB=F_price_ratio`" 0 0 0
"1988" "`HO=F_HE=F_price_ratio`" 0 0 0.001
"1989" "RUT_XLB_price_ratio" 0 0 0
"1990" "XLE_BSESN_rsi14_ratio" 0 0 0
"1991" "XAX_TNX_rsi14_ratio" 0 0 0
"1992" "`FTSE_NG=F_price_ratio`" 0 0 0
"1993" "XLP_AORD_rsi14_ratio" 0 0 0
"1994" "`XLB_KC=F_rsi14_ratio`" 0 0 0
"1995" "RUT_KS11_price_ratio" 0 0.001 0
"1996" "GSPTSE_000001.SS_price_ratio" 0 0 0
"1997" "RUT_BSESN_price_ratio" 0 0.001 0
"1998" "`CT=F_SHY_rsi14_ratio`" 0 0 0
"1999" "`MXX_KE=F_price_ratio`" 0 0 0
"2000" "AXJO_IRX_rsi14_ratio" 0 0 0
"2001" "`GSPTSE_GF=F_price_ratio`" 0 0 0
"2002" "NYA_TWII_rsi14_ratio" 0 0 0
"2003" "IRX_IEF_rsi14_ratio" 0 0 0
"2004" "XLU_rsi14" 0 0 0
"2005" "BSESN_TWII_rsi14_ratio" 0 0 0.001
"2006" "`CT=F_ZL=F_rsi14_ratio`" 0 0 0
"2007" "XLV_N225_rsi14_ratio" 0 0 0
"2008" "GDAXI_NZ50_price_ratio" 0 0 0
"2009" "FCHI_XHB_rsi14_ratio" 0 0 0
"2010" "`HE=F_OJ=F_rsi14_ratio`" 0 0 0.001
"2011" "`ZS=F_RB=F_price_ratio`" 0 0 0
"2012" "DJI_STI_rsi14_ratio" 0 0 0
"2013" "XLE_XLV_rsi14_ratio" 0 0 0
"2014" "`JKSE_NG=F_price_ratio`" 0 0 0
"2015" "IXIC_AORD_price_ratio" 0 0 0
"2016" "`XLB_GF=F_rsi14_ratio`" 0 0 0
"2017" "`SB=F_HG=F_rsi14_ratio`" 0 0 0
"2018" "GDAXI_MXX_rsi14_ratio" 0 0 0
"2019" "`RB=F_SHY_price_ratio`" 0 0 0
"2020" "`TNX_NG=F_price_ratio`" 0 0 0
"2021" "TNX_XHB_rsi14_ratio" 0 0 0
"2022" "`JKSE_ZM=F_rsi14_ratio`" 0 0 0
"2023" "`XLU_HG=F_price_ratio`" 0 0 0
"2024" "`GSPC_LE=F_rsi14_ratio`" 0 0 0
"2025" "`KC=F_ZC=F_rsi14_ratio`" 0 0 0
"2026" "`HSI_ZO=F_rsi14_ratio`" 0 0 0
"2027" "`CC=F_RB=F_rsi14_ratio`" 0 0 0
"2028" "XHB_smacross" 0 0 0
"2029" "`XLU_GF=F_rsi14_ratio`" 0 0 0.001
"2030" "RUT_XLY_rsi14_ratio" 0 0 0.001
"2031" "`VIX_GC=F_price_ratio`" 0 0 0
"2032" "XLI_AXJO_rsi14_ratio" 0 0 0
"2033" "`XLI_CC=F_price_ratio`" 0 0 0
"2034" "`SB=F_IEF_price_ratio`" 0 0 0
"2035" "`CL=F_GC=F_rsi14_ratio`" 0 0 0
"2036" "XLK_KLSE_rsi14_ratio" 0 0 0.001
"2037" "`XLU_HE=F_price_ratio`" 0 0 0
"2038" "`N100_CT=F_rsi14_ratio`" 0 0 0
"2039" "FCHI_TWII_rsi14_ratio" 0 0 0
"2040" "XLP_GDAXI_rsi14_ratio" 0 0 0
"2041" "`IXIC_CC=F_rsi14_ratio`" 0 0 0.001
"2042" "`GDAXI_RB=F_price_ratio`" 0 0 0
"2043" "`ZO=F_HO=F_price_ratio`" 0 0 0
"2044" "`GSPC_ZO=F_rsi14_ratio`" 0 0 0
"2045" "DJI_TNX_rsi14_ratio" 0 0 0
"2046" "`HO=F_ZS=F_rsi14_ratio`" 0 0 0
"2047" "TWII_IEF_rsi14_ratio" 0 0 0
"2048" "`CT=F_HE=F_rsi14_ratio`" 0 0 0
"2049" "`STI_ZC=F_price_ratio`" 0 0 0
"2050" "RUT_rsi14" 0 0 0.001
"2051" "XLP_VIX_rsi14_ratio" 0 0 0
"2052" "KS11_XHB_price_ratio" 0 0 0
"2053" "NYA_XLU_price_ratio" 0 0 0
"2054" "`SB=F_SI=F_price_ratio`" 0 0 0
"2055" "`CL=F_SHY_price_ratio`" 0 0 0
"2056" "HSI_IEF_rsi14_ratio" 0 0 0
"2057" "XAX_000001.SS_price_ratio" 0 0 0
"2058" "BFX_JKSE_rsi14_ratio" 0 0 0
"2059" "KLSE_IRX_rsi14_ratio" 0 0 0
"2060" "XLE_SHY_rsi14_ratio" 0 0 0
"2061" "XLU_HSI_rsi14_ratio" 0 0 0
"2062" "GDAXI_JKSE_price_ratio" 0 0 0
"2063" "`ZR=F_TNX_price_ratio`" 0 0 0
"2064" "`000001.SS_RB=F_rsi14_ratio`" 0 0 0.001
"2065" "XLB_BSESN_rsi14_ratio" 0 0 0
"2066" "`VIX_ZL=F_price_ratio`" 0 0 0
"2067" "`MERV_SI=F_rsi14_ratio`" 0 0 0
"2068" "`XAX_OJ=F_price_ratio`" 0 0 0
"2069" "`XLY_ZR=F_rsi14_ratio`" 0 0.001 0
"2070" "`XLY_ZO=F_price_ratio`" 0 0 0
"2071" "`SB=F_SI=F_rsi14_ratio`" 0 0 0.001
"2072" "`N225_LE=F_rsi14_ratio`" 0 0 0
"2073" "XLB_000001.SS_rsi14_ratio" 0 0 0
"2074" "TWII_N225_price_ratio" 0 0 0
"2075" "BSESN_JKSE_rsi14_ratio" 0 0 0.001
"2076" "XLV_BSESN_rsi14_ratio" 0 0 0.001
"2077" "`SB=F_GC=F_price_ratio`" 0 0.001 0
"2078" "`STI_KC=F_rsi14_ratio`" 0 0 0
"2079" "`RUT_ZC=F_rsi14_ratio`" 0 0 0
"2080" "JKSE_IEF_rsi14_ratio" 0 0 0
"2081" "`AORD_KE=F_price_ratio`" 0 0 0
"2082" "`CC=F_ZM=F_price_ratio`" 0 0 0
"2083" "`MXX_ZS=F_rsi14_ratio`" 0 0.001 0
"2084" "XLK_BSESN_rsi14_ratio" 0 0 0
"2085" "`AORD_ZM=F_price_ratio`" 0 0 0
"2086" "`JKSE_HG=F_rsi14_ratio`" 0 0 0.001
"2087" "`TYX_CL=F_price_ratio`" 0 0 0
"2088" "AXJO_N225_price_ratio" 0 0 0
"2089" "GSPC_TWII_price_ratio" 0 0 0
"2090" "`DJI_CL=F_rsi14_ratio`" 0 0 0
"2091" "XLI_XHB_rsi14_ratio" 0 0 0
"2092" "`NG=F_HO=F_price_ratio`" 0 0 0
"2093" "`BFX_ZS=F_price_ratio`" 0 0 0
"2094" "XLP_KLSE_rsi14_ratio" 0 0 0
"2095" "`KC=F_HG=F_price_ratio`" 0 0 0
"2096" "`XLP_CT=F_price_ratio`" 0 0 0
"2097" "IRX_000001.SS_rsi14_ratio" 0 0.001 0.001
"2098" "XLI_BSESN_price_ratio" 0 0.001 0
"2099" "`MXX_CT=F_rsi14_ratio`" 0 0 0.001
"2100" "`RB=F_TLT_rsi14_ratio`" 0 0 0
"2101" "XAX_GSPTSE_rsi14_ratio" 0 0 0
"2102" "`XLK_HO=F_price_ratio`" 0 0 0
"2103" "`XLB_CL=F_rsi14_ratio`" 0 0 0
"2104" "AXJO_TLT_rsi14_ratio" 0 0 0
"2105" "`TYX_ZS=F_price_ratio`" 0 0 0
"2106" "`RUT_SB=F_price_ratio`" 0 0 0
"2107" "`KS11_KE=F_rsi14_ratio`" 0 0 0
"2108" "XAX_BFX_rsi14_ratio" 0 0 0
"2109" "FCHI_AXJO_price_ratio" 0 0 0
"2110" "`GSPTSE_KE=F_price_ratio`" 0 0 0
"2111" "RUT_FTSE_rsi14_ratio" 0 0 0
"2112" "`RUT_OJ=F_rsi14_ratio`" 0 0 0
"2113" "`CC=F_KC=F_rsi14_ratio`" 0 0 0.001
"2114" "nth_wday_month1th_2_of_3" 0 0 0
"2115" "`XLY_LE=F_price_ratio`" 0 0 0
"2116" "`MXX_OJ=F_price_ratio`" 0 0 0
"2117" "XLB_TLT_price_ratio" 0 0 0
"2118" "AORD_TWII_price_ratio" 0 0 0
"2119" "KS11_rsi14" 0 0 0
"2120" "XLU_BSESN_rsi14_ratio" 0 0 0.001
"2121" "`XLB_ZS=F_rsi14_ratio`" 0 0 0
"2122" "`GSPTSE_SB=F_price_ratio`" 0 0 0
"2123" "BVSP_VIX_price_ratio" 0 0 0
"2124" "`CT=F_FTSE_rsi14_ratio`" 0 0 0.001
"2125" "ZR.F_rsi14" 0 0 0
"2126" "`FTSE_SI=F_rsi14_ratio`" 0 0 0
"2127" "`TNX_ZL=F_rsi14_ratio`" 0 0.001 0
"2128" "`AORD_SI=F_price_ratio`" 0 0 0
"2129" "KS11_SHY_rsi14_ratio" 0 0 0
"2130" "`XLV_LE=F_rsi14_ratio`" 0 0 0
"2131" "XLB_IXIC_price_ratio" 0 0 0
"2132" "AORD_FTSE_price_ratio" 0 0 0
"2133" "BVSP_KLSE_rsi14_ratio" 0 0 0
"2134" "HSI_NZ50_rsi14_ratio" 0 0 0
"2135" "XLV_XLY_rsi14_ratio" 0 0 0
"2136" "`AORD_ZR=F_price_ratio`" 0 0 0
"2137" "BVSP_FVX_rsi14_ratio" 0 0 0
"2138" "DJI_GSPTSE_rsi14_ratio" 0 0 0.001
"2139" "GDAXI_HSI_rsi14_ratio" 0 0 0
"2140" "`ZR=F_ZL=F_price_ratio`" 0 0 0
"2141" "GSPC_NZ50_price_ratio" 0 0 0
"2142" "`XLU_HE=F_rsi14_ratio`" 0 0 0
"2143" "`KC=F_GSPTSE_price_ratio`" 0 0 0
"2144" "XLF_TWII_rsi14_ratio" 0 0 0
"2145" "STI_SHY_rsi14_ratio" 0 0 0
"2146" "`CT=F_VIX_rsi14_ratio`" 0 0 0
"2147" "`CL=F_KE=F_rsi14_ratio`" 0 0 0
"2148" "`XLE_HG=F_rsi14_ratio`" 0 0 0.001
"2149" "`ZO=F_JKSE_price_ratio`" 0 0 0
"2150" "`ZO=F_GSPTSE_price_ratio`" 0 0 0
"2151" "`AORD_CL=F_rsi14_ratio`" 0 0 0
"2152" "`SI=F_LE=F_rsi14_ratio`" 0 0 0.001
"2153" "`ZO=F_TWII_rsi14_ratio`" 0 0 0
"2154" "`SB=F_KE=F_rsi14_ratio`" 0 0 0
"2155" "`XLK_KC=F_price_ratio`" 0 0 0
"2156" "BFX_XHB_rsi14_ratio" 0 0 0.001
"2157" "`CT=F_GC=F_price_ratio`" 0 0 0
"2158" "`XLP_KE=F_rsi14_ratio`" 0 0 0
"2159" "AORD_TLT_price_ratio" 0 0 0
"2160" "MERV_N225_rsi14_ratio" 0 0 0
"2161" "NYA_GSPTSE_price_ratio" 0 0 0
"2162" "`IRX_ZO=F_rsi14_ratio`" 0 0.001 0.001
"2163" "BVSP_TLT_rsi14_ratio" 0 0 0
"2164" "`MERV_RB=F_price_ratio`" 0 0 0
"2165" "N225_IEF_rsi14_ratio" 0 0 0
"2166" "GSPC_N225_rsi14_ratio" 0 0 0
"2167" "`ZM=F_HO=F_price_ratio`" 0 0 0
"2168" "`ZR=F_RB=F_rsi14_ratio`" 0 0 0.001
"2169" "RUT_HSI_rsi14_ratio" 0 0 0
"2170" "XAX_JKSE_price_ratio" 0 0 0
"2171" "`CC=F_CL=F_rsi14_ratio`" 0 0 0
"2172" "`SB=F_ZS=F_price_ratio`" 0 0 0
"2173" "AORD_KLSE_price_ratio" 0 0 0
"2174" "XLU_GSPTSE_rsi14_ratio" 0 0.001 0.001
"2175" "XLP_IXIC_rsi14_ratio" 0 0 0
"2176" "`XLP_HG=F_price_ratio`" 0 0 0
"2177" "`GSPC_HE=F_rsi14_ratio`" 0 0 0
"2178" "`N225_OJ=F_rsi14_ratio`" 0 0 0.001
"2179" "TYX_rsi14" 0 0 0
"2180" "XLF_XLU_rsi14_ratio" 0 0 0
"2181" "`CT=F_ZS=F_rsi14_ratio`" 0 0 0
"2182" "BSESN_TLT_rsi14_ratio" 0 0 0.001
"2183" "`TWII_ZC=F_rsi14_ratio`" 0 0 0
"2184" "AORD_KS11_price_ratio" 0 0 0
"2185" "KS11_XHB_rsi14_ratio" 0 0 0
"2186" "`KLSE_HO=F_price_ratio`" 0 0 0
"2187" "XLP_XHB_rsi14_ratio" 0 0 0
"2188" "XLU_TWII_price_ratio" 0 0 0
"2189" "XLI_STI_price_ratio" 0 0 0
"2190" "`GDAXI_HO=F_rsi14_ratio`" 0 0 0
"2191" "XLI_STI_rsi14_ratio" 0 0 0
"2192" "DJI_TYX_rsi14_ratio" 0 0 0
"2193" "`HG=F_HE=F_price_ratio`" 0 0.001 0
"2194" "RUT_FVX_price_ratio" 0 0 0
"2195" "`IRX_ZL=F_price_ratio`" 0 0 0
"2196" "BFX_HSI_rsi14_ratio" 0 0 0
"2197" "RB.F_rsi14" 0 0 0
"2198" "DJI_KLSE_rsi14_ratio" 0 0 0
"2199" "`TNX_ZM=F_rsi14_ratio`" 0 0 0
"2200" "GSPTSE_JKSE_rsi14_ratio" 0 0 0
"2201" "GSPC_rsi14" 0 0 0
"2202" "AXJO_TWII_rsi14_ratio" 0 0 0
"2203" "`XLB_SB=F_rsi14_ratio`" 0 0 0
"2204" "`MXX_HO=F_rsi14_ratio`" 0 0 0.001
"2205" "`MXX_ZL=F_rsi14_ratio`" 0 0 0
"2206" "XLV_SHY_rsi14_ratio" 0 0 0.001
"2207" "BVSP_MERV_rsi14_ratio" 0 0 0.001
"2208" "NYA_BSESN_price_ratio" 0 0 0
"2209" "RUT_DJI_rsi14_ratio" 0 0 0
"2210" "VIX_KS11_price_ratio" 0 0 0
"2211" "GDAXI_KS11_price_ratio" 0 0 0
"2212" "`KC=F_FVX_rsi14_ratio`" 0 0 0
"2213" "`000001.SS_TLT_rsi14_ratio`" 0 0 0
"2214" "RUT_MERV_rsi14_ratio" 0 0 0
"2215" "`CC=F_XHB_rsi14_ratio`" 0 0 0
"2216" "TWII_NZ50_rsi14_ratio" 0 0 0
"2217" "`KC=F_FVX_price_ratio`" 0 0 0
"2218" "DJI_NZ50_rsi14_ratio" 0 0 0
"2219" "`XLI_ZL=F_rsi14_ratio`" 0 0 0
"2220" "XLB_IRX_rsi14_ratio" 0 0 0
"2221" "`BFX_KE=F_price_ratio`" 0 0 0
"2222" "MXX_TLT_rsi14_ratio" 0 0 0
"2223" "FVX_XHB_price_ratio" 0 0 0
"2224" "N100_GSPTSE_rsi14_ratio" 0 0 0.001
"2225" "MXX_IEF_rsi14_ratio" 0 0 0
"2226" "`MXX_ZO=F_rsi14_ratio`" 0 0 0
"2227" "HSI_SHY_price_ratio" 0 0 0
"2228" "`KC=F_RB=F_rsi14_ratio`" 0 0 0
"2229" "`HSI_LE=F_price_ratio`" 0 0 0
"2230" "NYA_KLSE_rsi14_ratio" 0 0 0
"2231" "NYA_BVSP_price_ratio" 0 0 0
"2232" "XLY_SHY_rsi14_ratio" 0 0 0
"2233" "MERV_FTSE_rsi14_ratio" 0 0 0
"2234" "`RUT_SB=F_rsi14_ratio`" 0 0 0
"2235" "`IXIC_ZS=F_price_ratio`" 0 0 0
"2236" "XLF_XLY_price_ratio" 0 0 0
"2237" "`FCHI_CL=F_price_ratio`" 0 0 0
"2238" "XLY_FVX_price_ratio" 0 0 0
"2239" "`ZC=F_NG=F_rsi14_ratio`" 0 0 0
"2240" "`GSPC_GF=F_rsi14_ratio`" 0 0 0
"2241" "`VIX_KE=F_rsi14_ratio`" 0 0 0
"2242" "GDAXI_000001.SS_rsi14_ratio" 0 0 0
"2243" "`AORD_HG=F_price_ratio`" 0 0 0
"2244" "`NG=F_HE=F_rsi14_ratio`" 0 0 0
"2245" "`CT=F_000001.SS_rsi14_ratio`" 0 0 0
"2246" "AORD_N225_price_ratio" 0 0 0
"2247" "`RUT_RB=F_price_ratio`" 0 0 0
"2248" "XLI_KLSE_rsi14_ratio" 0 0 0
"2249" "XAX_FCHI_rsi14_ratio" 0 0 0
"2250" "`CC=F_SHY_rsi14_ratio`" 0 0 0
"2251" "AXJO_KS11_price_ratio" 0 0 0
"2252" "`NYA_ZO=F_price_ratio`" 0 0 0
"2253" "XLK_BSESN_price_ratio" 0 0 0
"2254" "`GC=F_ZS=F_rsi14_ratio`" 0 0 0
"2255" "`SI=F_NZ50_rsi14_ratio`" 0 0 0
"2256" "`ZR=F_CT=F_rsi14_ratio`" 0 0 0.001
"2257" "AXJO_TYX_rsi14_ratio" 0 0 0
"2258" "`CC=F_FVX_rsi14_ratio`" 0 0 0
"2259" "`DJI_GF=F_price_ratio`" 0 0 0
"2260" "`SI=F_OJ=F_rsi14_ratio`" 0 0 0
"2261" "XLI_GDAXI_price_ratio" 0 0 0
"2262" "RUT_NYA_price_ratio" 0 0 0
"2263" "`N225_HG=F_rsi14_ratio`" 0 0 0
"2264" "`XLP_ZR=F_rsi14_ratio`" 0 0 0
"2265" "`BFX_CT=F_price_ratio`" 0 0 0
"2266" "MXX_FVX_price_ratio" 0 0 0
