"Feature" "Gain" "Cover" "Frequency"
"882" "`DJI_CT=F_rsi14_ratio`" 0 0 0
"883" "`RUT_ZR=F_rsi14_ratio`" 0 0 0
"884" "`XLF_SI=F_price_ratio`" 0 0.002 0
"885" "GSPC_MXX_rsi14_ratio" 0 0 0
"886" "`ZC=F_XHB_rsi14_ratio`" 0 0 0
"887" "BSESN_rsi14" 0 0 0
"888" "`BSESN_NG=F_rsi14_ratio`" 0 0 0.001
"889" "`SI=F_GC=F_rsi14_ratio`" 0 0.001 0.001
"890" "BFX_JKSE_rsi14_ratio" 0 0 0
"891" "`TNX_ZO=F_rsi14_ratio`" 0 0 0
"892" "TYX_TWII_rsi14_ratio" 0 0 0
"893" "IXIC_IRX_rsi14_ratio" 0 0 0
"894" "STI_FVX_rsi14_ratio" 0 0 0
"895" "`CT=F_TNX_rsi14_ratio`" 0 0.001 0
"896" "MXX_TWII_rsi14_ratio" 0 0 0
"897" "`KE=F_XHB_rsi14_ratio`" 0 0 0.001
"898" "`VIX_HO=F_price_ratio`" 0 0.001 0
"899" "`XLK_KC=F_price_ratio`" 0 0.001 0
"900" "`ZL=F_ZC=F_price_ratio`" 0 0 0
"901" "`XLI_SB=F_rsi14_ratio`" 0 0 0
"902" "`XLV_ZL=F_rsi14_ratio`" 0 0 0.001
"903" "KS11_000001.SS_price_ratio" 0 0.001 0
"904" "`KC=F_ZL=F_rsi14_ratio`" 0 0 0
"905" "`ZC=F_HE=F_rsi14_ratio`" 0 0 0.001
"906" "N100_MERV_rsi14_ratio" 0 0 0
"907" "`AXJO_GF=F_rsi14_ratio`" 0 0.001 0.001
"908" "`IRX_ZM=F_rsi14_ratio`" 0 0.001 0.001
"909" "`JKSE_OJ=F_price_ratio`" 0 0 0
"910" "`BVSP_SI=F_price_ratio`" 0 0 0
"911" "`TYX_HE=F_price_ratio`" 0 0 0
"912" "`RB=F_LE=F_rsi14_ratio`" 0 0 0
"913" "`IRX_GF=F_rsi14_ratio`" 0 0 0
"914" "KLSE_XHB_rsi14_ratio" 0 0 0
"915" "`FCHI_ZL=F_rsi14_ratio`" 0 0 0
"916" "`CT=F_CL=F_rsi14_ratio`" 0 0.001 0.001
"917" "`ZC=F_ZS=F_price_ratio`" 0 0 0
"918" "STI_smacross" 0 0 0
"919" "`IRX_SB=F_rsi14_ratio`" 0 0 0.001
"920" "XLU_GDAXI_rsi14_ratio" 0 0.001 0
"921" "DJI_BSESN_price_ratio" 0 0.001 0
"922" "XLU_BFX_rsi14_ratio" 0 0.001 0
"923" "`GSPC_GF=F_price_ratio`" 0 0 0
"924" "FTSE_NZ50_price_ratio" 0 0 0
"925" "KS11_rsi14" 0 0.001 0.001
"926" "XLB_KS11_rsi14_ratio" 0 0.001 0.001
"927" "`XLV_SB=F_rsi14_ratio`" 0 0 0.001
"928" "XLU_KLSE_rsi14_ratio" 0 0.001 0
"929" "XLB_VIX_rsi14_ratio" 0 0.001 0
"930" "XLI_XLU_price_ratio" 0 0 0
"931" "XLB_XLE_rsi14_ratio" 0 0 0.001
"932" "`CT=F_KLSE_rsi14_ratio`" 0 0.001 0.001
"933" "VIX_000001.SS_rsi14_ratio" 0 0.001 0.001
"934" "`000001.SS_HE=F_rsi14_ratio`" 0 0 0
"935" "`HO=F_GF=F_rsi14_ratio`" 0 0.001 0.001
"936" "`XAX_LE=F_rsi14_ratio`" 0 0 0
"937" "AORD_TLT_rsi14_ratio" 0 0 0
"938" "`HG=F_NZ50_rsi14_ratio`" 0 0 0
"939" "GDAXI_MERV_rsi14_ratio" 0 0 0
"940" "AXJO_VIX_rsi14_ratio" 0 0 0
"941" "BSESN_BVSP_price_ratio" 0 0 0
"942" "`XLF_HG=F_rsi14_ratio`" 0 0 0
"943" "IXIC_smacross" 0 0 0
"944" "HSI_IRX_rsi14_ratio" 0 0.001 0.001
"945" "`XLE_ZR=F_rsi14_ratio`" 0 0 0
"946" "GSPC_XHB_rsi14_ratio" 0 0.001 0.001
"947" "GDAXI_KLSE_price_ratio" 0 0 0
"948" "XLU_BVSP_rsi14_ratio" 0 0.001 0
"949" "XLB_STI_rsi14_ratio" 0 0 0.001
"950" "XLV_rsi14" 0 0 0
"951" "XLP_NZ50_price_ratio" 0 0 0
"952" "MERV_FVX_rsi14_ratio" 0 0.001 0.001
"953" "GDAXI_BVSP_price_ratio" 0 0 0
"954" "`HSI_ZL=F_price_ratio`" 0 0 0
"955" "NYA_000001.SS_rsi14_ratio" 0 0 0
"956" "`GSPTSE_GF=F_rsi14_ratio`" 0 0 0
"957" "XLI_TNX_rsi14_ratio" 0 0 0
"958" "`XLU_ZM=F_price_ratio`" 0 0 0
"959" "`XLF_GF=F_price_ratio`" 0 0.001 0
"960" "`VIX_ZM=F_rsi14_ratio`" 0 0 0.001
"961" "XLE_XLP_rsi14_ratio" 0 0 0.001
"962" "`SB=F_OJ=F_price_ratio`" 0 0.001 0
"963" "`TWII_KE=F_price_ratio`" 0 0 0
"964" "GSPC_IXIC_rsi14_ratio" 0 0 0.001
"965" "XLU_BSESN_rsi14_ratio" 0 0 0
"966" "`NG=F_HO=F_price_ratio`" 0 0 0
"967" "`KLSE_SI=F_rsi14_ratio`" 0 0 0
"968" "`CL=F_HO=F_price_ratio`" 0 0 0
"969" "MXX_BSESN_rsi14_ratio" 0 0 0
"970" "NYA_FTSE_rsi14_ratio" 0 0 0
"971" "GDAXI_MXX_rsi14_ratio" 0 0 0
"972" "`MERV_CL=F_rsi14_ratio`" 0 0 0
"973" "XLB_IXIC_rsi14_ratio" 0 0 0.001
"974" "IEF_NZ50_price_ratio" 0 0 0
"975" "`KC=F_SB=F_rsi14_ratio`" 0 0 0
"976" "`KLSE_HO=F_rsi14_ratio`" 0 0 0
"977" "XLF_XLK_rsi14_ratio" 0 0 0
"978" "XLY_XHB_rsi14_ratio" 0 0.001 0.002
"979" "MXX_N225_rsi14_ratio" 0 0.001 0
"980" "`XLF_CL=F_price_ratio`" 0 0 0
"981" "XLB_NZ50_rsi14_ratio" 0 0 0
"982" "XLI_JKSE_rsi14_ratio" 0 0.001 0.001
"983" "`MERV_SB=F_price_ratio`" 0 0 0
"984" "STI_VIX_rsi14_ratio" 0 0.001 0.001
"985" "`KC=F_GSPTSE_rsi14_ratio`" 0 0.001 0.001
"986" "`HE=F_NZ50_rsi14_ratio`" 0 0 0
"987" "`XLK_LE=F_rsi14_ratio`" 0 0.001 0
"988" "AXJO_BSESN_rsi14_ratio" 0 0 0
"989" "`ZS=F_GF=F_rsi14_ratio`" 0 0 0
"990" "`GC=F_LE=F_rsi14_ratio`" 0 0 0
"991" "`CT=F_IEF_rsi14_ratio`" 0 0 0
"992" "NYA_XLF_rsi14_ratio" 0 0 0
"993" "AORD_JKSE_rsi14_ratio" 0 0 0
"994" "`CT=F_SB=F_price_ratio`" 0 0 0
"995" "`ZL=F_HG=F_price_ratio`" 0 0 0.001
"996" "HSI_VIX_rsi14_ratio" 0 0.001 0
"997" "`KS11_GF=F_rsi14_ratio`" 0 0 0
"998" "`ZR=F_GSPTSE_rsi14_ratio`" 0 0 0
"999" "RUT_NYA_price_ratio" 0 0 0
"1000" "RUT_XLU_rsi14_ratio" 0 0.001 0
"1001" "BSESN_XHB_price_ratio" 0 0 0
"1002" "`XLP_CC=F_rsi14_ratio`" 0 0 0
"1003" "GDAXI_BVSP_rsi14_ratio" 0 0.001 0
"1004" "GDAXI_FVX_rsi14_ratio" 0 0 0
"1005" "`XLY_HO=F_rsi14_ratio`" 0 0 0
"1006" "`FVX_HO=F_rsi14_ratio`" 0 0 0
"1007" "`CT=F_HO=F_rsi14_ratio`" 0 0 0
"1008" "`XLY_ZO=F_rsi14_ratio`" 0 0 0
"1009" "XLV_NZ50_rsi14_ratio" 0 0.001 0.001
"1010" "`ZC=F_NZ50_rsi14_ratio`" 0 0.001 0
"1011" "`XLB_SI=F_rsi14_ratio`" 0 0 0
"1012" "`BVSP_HO=F_rsi14_ratio`" 0 0.002 0
"1013" "`HO=F_LE=F_rsi14_ratio`" 0 0 0
"1014" "`KLSE_ZM=F_rsi14_ratio`" 0 0.001 0.001
"1015" "CT.F_smacross" 0 0 0
"1016" "XLU_FTSE_rsi14_ratio" 0 0 0.001
"1017" "`MXX_GF=F_price_ratio`" 0 0 0
"1018" "IXIC_GDAXI_price_ratio" 0 0 0
"1019" "`XLY_KC=F_rsi14_ratio`" 0 0.001 0
"1020" "`RUT_RB=F_rsi14_ratio`" 0 0 0
"1021" "IXIC_FTSE_rsi14_ratio" 0 0 0
"1022" "N225_TLT_rsi14_ratio" 0 0 0.001
"1023" "`XLE_HG=F_rsi14_ratio`" 0 0.001 0.001
"1024" "XLY_BFX_price_ratio" 0 0 0
"1025" "`RB=F_GF=F_rsi14_ratio`" 0 0.001 0.001
"1026" "`TWII_SI=F_rsi14_ratio`" 0 0 0.001
"1027" "XLP_DJI_rsi14_ratio" 0 0.001 0.001
"1028" "NYA_XHB_rsi14_ratio" 0 0.001 0.001
"1029" "`SB=F_TLT_rsi14_ratio`" 0 0 0
"1030" "`ZO=F_XHB_rsi14_ratio`" 0 0 0
"1031" "`N100_HE=F_price_ratio`" 0 0 0
"1032" "NZ50_rsi14" 0 0 0
"1033" "GDAXI_HSI_price_ratio" 0 0 0
"1034" "`XLV_CC=F_rsi14_ratio`" 0 0.001 0
"1035" "`NG=F_ZS=F_price_ratio`" 0 0 0
"1036" "XLF_TWII_price_ratio" 0 0 0
"1037" "`TNX_ZL=F_rsi14_ratio`" 0 0.001 0
"1038" "MXX_TWII_price_ratio" 0 0 0
"1039" "GSPC_MERV_rsi14_ratio" 0 0 0
"1040" "`ZL=F_CL=F_rsi14_ratio`" 0 0 0
"1041" "N100_VIX_rsi14_ratio" 0 0 0
"1042" "XLU_XLV_rsi14_ratio" 0 0.001 0.001
"1043" "`ZR=F_SHY_rsi14_ratio`" 0 0.001 0.001
"1044" "`BSESN_ZR=F_rsi14_ratio`" 0 0 0
"1045" "FCHI_MERV_rsi14_ratio" 0 0 0
"1046" "GDAXI_STI_price_ratio" 0 0 0
"1047" "`GC=F_IEF_rsi14_ratio`" 0 0 0
"1048" "`CL=F_HG=F_rsi14_ratio`" 0 0 0
"1049" "N100_AORD_price_ratio" 0 0 0
"1050" "`XLU_SB=F_rsi14_ratio`" 0 0.001 0.001
"1051" "`MERV_HO=F_rsi14_ratio`" 0 0 0
"1052" "`BVSP_KE=F_rsi14_ratio`" 0 0 0.001
"1053" "`BVSP_GC=F_rsi14_ratio`" 0 0 0.001
"1054" "XLF_DJI_rsi14_ratio" 0 0 0.001
"1055" "`KC=F_N225_price_ratio`" 0 0 0
"1056" "XAX_XHB_rsi14_ratio" 0 0 0
"1057" "`ZR=F_CT=F_price_ratio`" 0 0 0
"1058" "BVSP_IEF_price_ratio" 0 0.001 0
"1059" "XLF_N100_rsi14_ratio" 0 0 0.001
"1060" "XLE_IXIC_price_ratio" 0 0 0
"1061" "`XLU_KE=F_rsi14_ratio`" 0 0 0
"1062" "AXJO_FTSE_rsi14_ratio" 0 0 0.001
"1063" "`N100_ZR=F_price_ratio`" 0 0 0
"1064" "`XLY_CL=F_rsi14_ratio`" 0 0 0
"1065" "`CT=F_LE=F_rsi14_ratio`" 0 0 0.001
"1066" "XLY_STI_rsi14_ratio" 0 0 0
"1067" "`000001.SS_SI=F_price_ratio`" 0 0 0
"1068" "XLB_GDAXI_price_ratio" 0 0 0
"1069" "BFX_smacross" 0 0 0
"1070" "SHY_NZ50_price_ratio" 0 0 0
"1071" "DJI_IRX_rsi14_ratio" 0 0 0
"1072" "`FTSE_CL=F_rsi14_ratio`" 0 0 0
"1073" "XLF_AORD_rsi14_ratio" 0 0 0
"1074" "`STI_OJ=F_price_ratio`" 0 0 0
"1075" "`CC=F_TYX_rsi14_ratio`" 0 0 0
"1076" "`TYX_LE=F_rsi14_ratio`" 0 0.001 0
"1077" "`TWII_ZL=F_rsi14_ratio`" 0 0 0
"1078" "XLB_smacross" 0 0 0
"1079" "KE.F_rsi14" 0 0 0
"1080" "`XLE_CL=F_rsi14_ratio`" 0 0 0
"1081" "`MERV_ZO=F_price_ratio`" 0 0 0
"1082" "RUT_NZ50_rsi14_ratio" 0 0 0.001
"1083" "AXJO_000001.SS_rsi14_ratio" 0 0 0
"1084" "`MERV_GF=F_rsi14_ratio`" 0 0 0
"1085" "BVSP_000001.SS_rsi14_ratio" 0 0 0
"1086" "`CC=F_RB=F_rsi14_ratio`" 0 0 0
"1087" "XLU_HSI_rsi14_ratio" 0 0.001 0
"1088" "`FTSE_GC=F_price_ratio`" 0 0 0
"1089" "`FTSE_GC=F_rsi14_ratio`" 0 0 0
"1090" "HSI_GSPTSE_price_ratio" 0 0 0
"1091" "DJI_N100_rsi14_ratio" 0 0 0
"1092" "XLE_FTSE_rsi14_ratio" 0 0 0.001
"1093" "`FTSE_HG=F_price_ratio`" 0 0 0
"1094" "BFX_IRX_rsi14_ratio" 0 0 0
"1095" "`CT=F_ZM=F_rsi14_ratio`" 0 0 0
"1096" "XLP_BFX_rsi14_ratio" 0 0.001 0.001
"1097" "NZ50_XHB_rsi14_ratio" 0 0.001 0.001
"1098" "XLP_HSI_rsi14_ratio" 0 0.001 0
"1099" "`ZR=F_JKSE_rsi14_ratio`" 0 0 0.001
"1100" "`XLU_SI=F_rsi14_ratio`" 0 0.001 0
"1101" "`XLE_HE=F_price_ratio`" 0 0.001 0
"1102" "`TNX_ZS=F_rsi14_ratio`" 0 0.001 0
"1103" "XLF_GSPC_price_ratio" 0 0 0
"1104" "`N225_LE=F_price_ratio`" 0 0 0
"1105" "`CC=F_KE=F_rsi14_ratio`" 0 0 0
"1106" "`CT=F_TLT_price_ratio`" 0 0 0
"1107" "`TNX_HE=F_rsi14_ratio`" 0 0.001 0.001
"1108" "`XAX_CC=F_rsi14_ratio`" 0 0 0
"1109" "RUT_HSI_rsi14_ratio" 0 0 0
"1110" "`XLV_LE=F_rsi14_ratio`" 0 0 0.001
"1111" "RUT_XLY_price_ratio" 0 0 0
"1112" "`XLU_NG=F_rsi14_ratio`" 0 0 0.001
"1113" "XLF_STI_price_ratio" 0 0.001 0
"1114" "DJI_TWII_rsi14_ratio" 0 0 0
"1115" "XLE_DJI_rsi14_ratio" 0 0 0
"1116" "DJI_XHB_rsi14_ratio" 0 0 0
"1117" "`NYA_SI=F_price_ratio`" 0 0 0
"1118" "STI_JKSE_rsi14_ratio" 0 0 0
"1119" "RUT_BVSP_rsi14_ratio" 0 0 0
"1120" "`XLP_CL=F_rsi14_ratio`" 0 0 0
"1121" "`KC=F_NG=F_rsi14_ratio`" 0 0 0
"1122" "XLU_GSPC_rsi14_ratio" 0 0 0
"1123" "`GC=F_XHB_rsi14_ratio`" 0 0 0
"1124" "`N100_CT=F_price_ratio`" 0 0 0
"1125" "BSESN_TYX_rsi14_ratio" 0 0 0.001
"1126" "DJI_IXIC_rsi14_ratio" 0 0.001 0.001
"1127" "XAX_XLB_rsi14_ratio" 0 0 0.001
"1128" "XLF_GDAXI_rsi14_ratio" 0 0 0
"1129" "`N100_HG=F_rsi14_ratio`" 0 0 0.001
"1130" "`N225_RB=F_rsi14_ratio`" 0 0 0
"1131" "RB.F_rsi14" 0 0 0
"1132" "RUT_IRX_rsi14_ratio" 0 0 0
"1133" "BVSP_GSPTSE_rsi14_ratio" 0 0 0.001
"1134" "XLV_N100_price_ratio" 0 0 0
"1135" "`XLY_KC=F_price_ratio`" 0 0 0
"1136" "DJI_BVSP_rsi14_ratio" 0 0 0
"1137" "`VIX_NG=F_price_ratio`" 0 0 0
"1138" "`VIX_OJ=F_price_ratio`" 0 0 0
"1139" "`KC=F_KLSE_rsi14_ratio`" 0 0 0
"1140" "`STI_CL=F_price_ratio`" 0 0 0
"1141" "`CT=F_ZS=F_rsi14_ratio`" 0 0 0
"1142" "MERV_SHY_rsi14_ratio" 0 0 0
"1143" "`KE=F_LE=F_price_ratio`" 0 0 0
"1144" "IXIC_STI_rsi14_ratio" 0 0.001 0
"1145" "XAX_XLP_rsi14_ratio" 0 0.001 0.001
"1146" "XLK_XLP_rsi14_ratio" 0 0 0
"1147" "`GSPC_HG=F_rsi14_ratio`" 0 0 0
"1148" "`ZO=F_HO=F_rsi14_ratio`" 0 0 0
"1149" "`DJI_ZS=F_rsi14_ratio`" 0 0 0
"1150" "XLK_BSESN_price_ratio" 0 0 0
"1151" "`ZR=F_HG=F_price_ratio`" 0 0 0
"1152" "XLF_NZ50_rsi14_ratio" 0 0.001 0.001
"1153" "`GDAXI_CC=F_price_ratio`" 0 0 0
"1154" "`HG=F_OJ=F_rsi14_ratio`" 0 0 0
"1155" "`GDAXI_HE=F_rsi14_ratio`" 0 0 0
"1156" "`ZS=F_KE=F_rsi14_ratio`" 0 0 0.001
"1157" "IRX_NZ50_rsi14_ratio" 0 0 0
"1158" "`KC=F_LE=F_rsi14_ratio`" 0 0 0
"1159" "`ZR=F_CC=F_rsi14_ratio`" 0 0.001 0.001
"1160" "`XLB_HE=F_rsi14_ratio`" 0 0 0
"1161" "`FVX_RB=F_rsi14_ratio`" 0 0 0
"1162" "FCHI_FVX_rsi14_ratio" 0 0.001 0
"1163" "BFX_HSI_rsi14_ratio" 0 0 0
"1164" "FVX_000001.SS_rsi14_ratio" 0 0 0
"1165" "`XLE_ZL=F_rsi14_ratio`" 0 0.001 0.001
"1166" "`KC=F_FTSE_rsi14_ratio`" 0 0 0.001
"1167" "`GC=F_SHY_rsi14_ratio`" 0 0 0
"1168" "`HO=F_IEF_rsi14_ratio`" 0 0 0
"1169" "`SB=F_LE=F_rsi14_ratio`" 0 0 0
"1170" "`SB=F_XHB_rsi14_ratio`" 0 0.001 0
"1171" "`TYX_RB=F_rsi14_ratio`" 0 0 0
"1172" "`TYX_GF=F_price_ratio`" 0 0 0
"1173" "`CL=F_HG=F_price_ratio`" 0 0 0
"1174" "`KE=F_HE=F_rsi14_ratio`" 0 0.001 0.001
"1175" "`XLV_CC=F_price_ratio`" 0 0 0
"1176" "`KS11_KE=F_rsi14_ratio`" 0 0 0
"1177" "`OJ=F_NZ50_rsi14_ratio`" 0 0 0
"1178" "`BVSP_CC=F_rsi14_ratio`" 0 0.001 0.001
"1179" "FCHI_AXJO_rsi14_ratio" 0 0 0
"1180" "`GSPTSE_SB=F_rsi14_ratio`" 0 0 0
"1181" "`XLP_ZC=F_price_ratio`" 0 0 0
"1182" "`ZM=F_HE=F_price_ratio`" 0 0.001 0
"1183" "GSPTSE_000001.SS_rsi14_ratio" 0 0.001 0.001
"1184" "XLK_NZ50_rsi14_ratio" 0 0 0
"1185" "XLE_HSI_rsi14_ratio" 0 0 0.001
"1186" "`TYX_CL=F_rsi14_ratio`" 0 0 0
"1187" "XLK_XLP_price_ratio" 0 0 0
"1188" "`AXJO_HG=F_price_ratio`" 0 0 0
"1189" "FTSE_KS11_price_ratio" 0 0 0
"1190" "N225_NZ50_rsi14_ratio" 0 0.001 0.001
"1191" "NYA_XLV_rsi14_ratio" 0 0 0
"1192" "XLP_TLT_rsi14_ratio" 0 0 0
"1193" "MXX_TYX_rsi14_ratio" 0 0 0
"1194" "`CC=F_CL=F_rsi14_ratio`" 0 0.001 0
"1195" "`CC=F_CL=F_price_ratio`" 0 0.001 0
"1196" "`JKSE_ZC=F_rsi14_ratio`" 0 0 0
"1197" "nth_wday_month2th_2_of_6" 0 0 0
"1198" "`XLY_NG=F_rsi14_ratio`" 0 0 0
"1199" "`XLE_SI=F_rsi14_ratio`" 0 0.001 0
"1200" "XLK_NZ50_price_ratio" 0 0 0
"1201" "NG.F_rsi14" 0 0 0
"1202" "BVSP_KLSE_rsi14_ratio" 0 0 0
"1203" "XLV_GSPTSE_rsi14_ratio" 0 0 0
"1204" "`IRX_ZO=F_rsi14_ratio`" 0 0 0
"1205" "`RUT_GF=F_rsi14_ratio`" 0 0 0
"1206" "RUT_DJI_rsi14_ratio" 0 0.001 0.001
"1207" "NYA_AORD_rsi14_ratio" 0 0 0
"1208" "`ZM=F_LE=F_rsi14_ratio`" 0 0 0
"1209" "`XLP_LE=F_rsi14_ratio`" 0 0.001 0
"1210" "FCHI_GDAXI_rsi14_ratio" 0 0 0.001
"1211" "KLSE_TNX_price_ratio" 0 0 0
"1212" "MXX_BVSP_rsi14_ratio" 0 0 0
"1213" "XLP_rsi14" 0 0.001 0.001
"1214" "XLB_FCHI_rsi14_ratio" 0 0.001 0
"1215" "`HG=F_OJ=F_price_ratio`" 0 0 0
"1216" "KLSE_SHY_rsi14_ratio" 0 0 0
"1217" "`XLF_ZC=F_rsi14_ratio`" 0 0 0
"1218" "BSESN_NZ50_rsi14_ratio" 0 0 0
"1219" "XLY_GSPTSE_rsi14_ratio" 0 0 0
"1220" "`000001.SS_SI=F_rsi14_ratio`" 0 0.001 0
"1221" "MERV_N225_rsi14_ratio" 0 0.001 0
"1222" "GDAXI_XHB_rsi14_ratio" 0 0 0
"1223" "RUT_TYX_rsi14_ratio" 0 0 0
"1224" "XLI_XLV_rsi14_ratio" 0 0 0
"1225" "MXX_IEF_price_ratio" 0 0.001 0
"1226" "XLY_SHY_rsi14_ratio" 0 0 0
"1227" "XLV_MXX_rsi14_ratio" 0 0 0
"1228" "`ZL=F_HE=F_price_ratio`" 0 0 0
"1229" "TWII_000001.SS_price_ratio" 0 0 0
"1230" "BSESN_N225_rsi14_ratio" 0 0 0
"1231" "`CL=F_HO=F_rsi14_ratio`" 0 0 0.001
"1232" "XLV_XLY_rsi14_ratio" 0 0 0
"1233" "AORD_FTSE_price_ratio" 0 0 0
"1234" "`ZM=F_OJ=F_rsi14_ratio`" 0 0 0.001
"1235" "`SB=F_HE=F_rsi14_ratio`" 0 0 0.001
"1236" "DJI_TNX_price_ratio" 0 0 0
"1237" "`VIX_RB=F_rsi14_ratio`" 0 0 0.001
"1238" "`XLU_LE=F_rsi14_ratio`" 0 0.001 0
"1239" "IXIC_JKSE_rsi14_ratio" 0 0 0
"1240" "GDAXI_N225_price_ratio" 0 0 0
"1241" "`FCHI_SB=F_price_ratio`" 0 0 0
"1242" "XLF_XLU_rsi14_ratio" 0 0.001 0
"1243" "BSESN_VIX_rsi14_ratio" 0 0 0
"1244" "`XAX_KC=F_rsi14_ratio`" 0 0 0
"1245" "VIX_TLT_price_ratio" 0 0 0
"1246" "XLB_XLP_price_ratio" 0 0 0
"1247" "`XLF_ZO=F_rsi14_ratio`" 0 0.001 0
"1248" "`ZO=F_NG=F_rsi14_ratio`" 0 0.001 0.001
"1249" "BVSP_SHY_rsi14_ratio" 0 0.001 0
"1250" "NYA_IXIC_rsi14_ratio" 0 0 0
"1251" "`CC=F_TLT_rsi14_ratio`" 0 0 0
"1252" "`OJ=F_XHB_rsi14_ratio`" 0 0 0.001
"1253" "`ZR=F_VIX_rsi14_ratio`" 0 0 0
"1254" "KLSE_FVX_rsi14_ratio" 0 0 0
"1255" "`ZO=F_GF=F_price_ratio`" 0 0 0
"1256" "`CT=F_SI=F_rsi14_ratio`" 0 0.001 0.001
"1257" "`TNX_SB=F_rsi14_ratio`" 0 0 0
"1258" "`BSESN_SI=F_rsi14_ratio`" 0 0 0
"1259" "`VIX_LE=F_rsi14_ratio`" 0 0.001 0.001
"1260" "`KC=F_SHY_rsi14_ratio`" 0 0 0.001
"1261" "`ZO=F_OJ=F_price_ratio`" 0 0 0
"1262" "FCHI_TYX_price_ratio" 0 0 0
"1263" "XAX_000001.SS_rsi14_ratio" 0 0 0
"1264" "`XLV_KC=F_rsi14_ratio`" 0 0 0
"1265" "`BVSP_HE=F_rsi14_ratio`" 0 0 0.001
"1266" "`TNX_GC=F_rsi14_ratio`" 0 0 0
"1267" "`TYX_ZO=F_rsi14_ratio`" 0 0 0
"1268" "MERV_TLT_rsi14_ratio" 0 0 0
"1269" "`MXX_CT=F_price_ratio`" 0 0 0
"1270" "`HSI_ZO=F_rsi14_ratio`" 0 0 0
"1271" "ZC.F_rsi14" 0 0 0
"1272" "XAX_BVSP_price_ratio" 0 0 0
"1273" "`N225_RB=F_price_ratio`" 0 0 0
"1274" "`CT=F_FVX_rsi14_ratio`" 0 0 0
"1275" "`GF=F_SHY_price_ratio`" 0 0 0
"1276" "tnx_tyx" 0 0 0
"1277" "`CT=F_TYX_price_ratio`" 0 0 0
"1278" "`AORD_CT=F_rsi14_ratio`" 0 0 0
"1279" "`CC=F_IEF_rsi14_ratio`" 0 0 0
"1280" "`CL=F_KE=F_rsi14_ratio`" 0 0 0
"1281" "`VIX_KE=F_rsi14_ratio`" 0 0 0
"1282" "`000001.SS_ZL=F_rsi14_ratio`" 0 0.001 0
"1283" "`XLK_SB=F_rsi14_ratio`" 0 0.001 0
"1284" "`IXIC_CL=F_rsi14_ratio`" 0 0 0
"1285" "XLY_TWII_rsi14_ratio" 0 0 0
"1286" "`HG=F_ZS=F_rsi14_ratio`" 0 0 0.001
"1287" "`JKSE_RB=F_rsi14_ratio`" 0 0 0.001
"1288" "`CL=F_SHY_rsi14_ratio`" 0 0 0
"1289" "`ZM=F_SHY_price_ratio`" 0 0 0
"1290" "`NG=F_GF=F_rsi14_ratio`" 0 0 0
"1291" "`GSPTSE_ZL=F_rsi14_ratio`" 0 0 0
"1292" "`CC=F_HG=F_rsi14_ratio`" 0 0.001 0
"1293" "`SI=F_ZS=F_price_ratio`" 0 0.001 0
"1294" "GC.F_smacross" 0 0 0
"1295" "`JKSE_GF=F_rsi14_ratio`" 0 0 0
"1296" "`KC=F_000001.SS_price_ratio`" 0 0 0
"1297" "KLSE_N225_rsi14_ratio" 0 0.001 0.001
"1298" "`KS11_LE=F_rsi14_ratio`" 0 0.001 0
"1299" "`CL=F_TLT_rsi14_ratio`" 0 0 0
"1300" "STI_SHY_rsi14_ratio" 0 0 0
"1301" "`XLK_CL=F_rsi14_ratio`" 0 0 0
"1302" "`XAX_ZM=F_rsi14_ratio`" 0 0 0
"1303" "KLSE_TWII_rsi14_ratio" 0 0.001 0
"1304" "XAX_VIX_rsi14_ratio" 0 0 0
"1305" "`HSI_HG=F_rsi14_ratio`" 0 0 0.001
"1306" "TLT_NZ50_rsi14_ratio" 0 0 0
"1307" "`XLK_RB=F_rsi14_ratio`" 0 0 0
"1308" "GDAXI_JKSE_rsi14_ratio" 0 0 0
"1309" "TYX_NZ50_rsi14_ratio" 0 0 0
"1310" "`CC=F_GF=F_rsi14_ratio`" 0 0 0
"1311" "XAX_AORD_rsi14_ratio" 0 0 0
"1312" "`CC=F_TWII_rsi14_ratio`" 0 0 0
"1313" "`RUT_GC=F_rsi14_ratio`" 0 0 0
"1314" "XLI_NZ50_price_ratio" 0 0 0
"1315" "BFX_AXJO_price_ratio" 0 0 0
"1316" "`ZO=F_SHY_rsi14_ratio`" 0 0 0
"1317" "MXX_FTSE_rsi14_ratio" 0 0 0.001
"1318" "XLF_BVSP_rsi14_ratio" 0 0.001 0
"1319" "XLK_IRX_rsi14_ratio" 0 0.001 0
"1320" "`BSESN_CC=F_rsi14_ratio`" 0 0.001 0
"1321" "XLF_TYX_rsi14_ratio" 0 0 0
"1322" "`JKSE_HO=F_price_ratio`" 0 0 0
"1323" "`IRX_ZC=F_price_ratio`" 0 0 0
"1324" "`000001.SS_SHY_price_ratio`" 0 0.001 0
"1325" "XLB_XLF_price_ratio" 0 0.001 0
"1326" "`FVX_KE=F_rsi14_ratio`" 0 0 0
"1327" "AXJO_KS11_rsi14_ratio" 0 0 0
"1328" "XLF_HSI_rsi14_ratio" 0 0 0
"1329" "`NG=F_HE=F_rsi14_ratio`" 0 0.001 0.001
"1330" "N100_STI_rsi14_ratio" 0 0 0
"1331" "`MXX_HG=F_rsi14_ratio`" 0 0 0.001
"1332" "`NYA_ZS=F_rsi14_ratio`" 0 0 0
